name,release_date,price,genres,tags,review_count,review_score_text,review_score,platforms,developers,publishers,category_price,release_year
Stardust Galaxy Warriors,2015-11-10,89999.0,"['Action', 'Adventure', 'Indie']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Action', 'Adventure', 'Indie']",178,Very Positive,7,"['windows', 'mac', 'linux']",['Dreamloop Games'],['Dreamloop Games'],Paid,2015
Pacer,2020-10-28,169999.0,"['Action', 'Indie', 'Racing', 'Simulation', 'Sports']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing', 'Action', 'Indie', 'Racing', 'Simulation', 'Sports']",571,Mostly Positive,5,"['windows', 'mac', 'linux']",['R8 Games Ltd'],['R8 Games Ltd'],Paid,2020
My Bones,2015-08-03,9699.0,"['Adventure', 'Indie']","['Single-player', 'Steam Trading Cards', 'Family Sharing', 'Adventure', 'Indie']",210,Mostly Negative,3,"['windows', 'mac', 'linux']",['GDNomaD'],['GDNomaD'],Paid,2015
TEKKEN 7,2017-06-01,399000.0,"['Action', 'Sports']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Action', 'Sports']",65381,Very Positive,7,"['windows', 'mac', 'linux']",['BANDAI NAMCO Studios Inc.'],['BANDAI NAMCO Entertainment'],Paid,2017
Mugen Souls,2015-10-22,135999.0,"['Adventure', 'RPG', 'Strategy']","['Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing', 'Adventure', 'RPG', 'Strategy']",242,Mixed,4,"['windows', 'mac', 'linux']",['Idea Factory'],['Ghostlight LTD'],Paid,2015
Hogs of War,2015-07-28,49896.0,"['Action', 'Strategy']","['Single-player', 'Family Sharing', 'Action', 'Strategy']",445,Mixed,4,"['windows', 'mac', 'linux']","['Infogrames Entertainment SA', 'Gremlin Interactive']",['Alternative Software Ltd.'],Paid,2015
DESYNC,2017-02-28,95999.0,"['Action', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Action', 'Indie']",398,Mostly Positive,5,"['windows', 'mac', 'linux']",['The Foregone Syndicate'],['Adult Swim Games'],Paid,2017
Queen's Quest: Tower of Darkness,2015-09-10,130999.0,"['Adventure', 'Casual']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Casual']",208,Mixed,4,"['windows', 'mac', 'linux']",['Brave Giant LTD'],['Artifex Mundi'],Paid,2015
Toilet Tycoon,2015-09-17,45999.0,"['Indie', 'Simulation']","['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Trading Cards', 'Family Sharing', 'Indie', 'Simulation']",155,Mixed,4,"['windows', 'mac', 'linux']",['Anvil-Soft'],"['Anvil-Soft', 'Plug In Digital']",Paid,2015
Bulb Boy,2015-10-29,79999.0,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing', 'Adventure', 'Indie']",523,Very Positive,7,"['windows', 'mac', 'linux']",['Bulbware'],['Bulbware'],Paid,2015
Little King's Story,2016-08-05,95999.0,"['RPG', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing', 'RPG', 'Simulation', 'Strategy']",384,Mixed,4,"['windows', 'mac', 'linux']","['Marvelous, Inc.']","['XSEED Games', 'Marvelous USA, Inc.', 'Marvelous Europe']",Paid,2016
Umbrella Corps,2016-06-22,159999.0,['Action'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing', 'Action']",1146,Mixed,4,"['windows', 'mac', 'linux']",['CAPCOM'],['CAPCOM'],Paid,2016
The Prism,2015-09-03,48499.0,"['Adventure', 'Indie', 'Strategy']","['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Trading Cards', 'Remote Play Together', 'Family Sharing', 'Adventure', 'Indie', 'Strategy']",113,Mixed,4,"['windows', 'mac', 'linux']","['Nikhil. T', 'Gabriel. H']",['Volens Nolens Games'],Paid,2015
Tinboy,2015-08-31,39999.0,"['Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Casual', 'Indie']",223,Mixed,4,"['windows', 'mac', 'linux']",['Interactive Stone'],['Interactive Stone'],Paid,2015
I and Me,2016-05-04,89999.0,"['Action', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing', 'Action', 'Indie']",289,Positive,6,"['windows', 'mac', 'linux']",['Wish Fang'],"['Wish Fang', 'indienova']",Paid,2016
Flamebreak,2015-10-16,69999.0,"['Action', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing', 'Action', 'Indie', 'RPG']",439,Very Positive,7,"['windows', 'mac', 'linux']",['Nimbly Games'],['Nimbly Games'],Paid,2015
Game Corp DX,2015-10-02,28999.0,"['Indie', 'Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing', 'Indie', 'Simulation']",2709,Very Positive,7,"['windows', 'mac', 'linux']",['Endless Loop Studios'],['Endless Loop Studios'],Paid,2015
Expand,2015-09-30,48999.0,"['Adventure', 'Indie']","['Single-player', 'Full controller support', 'Captions available', 'Family Sharing', 'Adventure', 'Indie']",119,Very Positive,7,"['windows', 'mac', 'linux']","['Chris Johnson', 'Chris Larkin']","['Chris Johnson', 'Chris Larkin']",Paid,2015
Destiny Warriors,2015-09-11,19499.0,"['Adventure', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Indie', 'RPG']",966,Mostly Negative,3,"['windows', 'mac', 'linux']",['ninjalex'],['Senpai Studios'],Paid,2015
Call of Cthulhu,2018-10-29,179000.0,"['Adventure', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Adventure', 'RPG']",9393,Mostly Positive,5,"['windows', 'mac', 'linux']",['Cyanide Studio'],['Focus Entertainment'],Paid,2018
Kopanito All-Stars Soccer,2016-11-16,48999.0,"['Action', 'Indie', 'Sports']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing', 'Action', 'Indie', 'Sports']",2402,Very Positive,7,"['windows', 'mac', 'linux']",['Merixgames'],['Merixgames'],Paid,2016
The Secret Order 2: Masked Intent,2015-11-05,130999.0,"['Adventure', 'Casual']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Casual']",301,Very Positive,7,"['windows', 'mac', 'linux']",['Sunward Games'],['Artifex Mundi'],Paid,2015
Out of Space,2020-02-26,95999.0,"['Casual', 'Indie', 'Strategy']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Casual', 'Indie', 'Strategy']",1849,Very Positive,7,"['windows', 'mac', 'linux']",['Behold Studios'],['Behold Studios'],Paid,2020
Else Heart.Break(),2015-09-24,206999.0,"['Adventure', 'Indie', 'RPG']","['Single-player', 'Family Sharing', 'Adventure', 'Indie', 'RPG']",315,Mostly Positive,5,"['windows', 'mac', 'linux']","['Erik Svedäng', 'El Huervo / Niklas Åkerblad', 'Tobias Sjögren', 'Oscar ""Ratvader"" Rydelius', 'Johannes Gotlén']",['Erik Svedäng AB'],Paid,2015
Concrete Jungle,2015-09-23,52999.0,"['Indie', 'Strategy']","['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing', 'Indie', 'Strategy']",312,Very Positive,7,"['windows', 'mac', 'linux']",['ColePowered Games'],['ColePowered Games'],Paid,2015
The Incredible Adventures of Van Helsing: Final Cut,2015-11-06,338999.0,"['Action', 'Adventure', 'Indie', 'RPG']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing', 'Action', 'Adventure', 'Indie', 'RPG']",1824,Mostly Positive,5,"['windows', 'mac', 'linux']",['NeocoreGames'],['NeocoreGames'],Paid,2015
Okhlos: Omega,2016-08-18,114999.0,"['Action', 'Indie', 'Strategy']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Action', 'Indie', 'Strategy']",621,Mostly Positive,5,"['windows', 'mac', 'linux']",['Coffee Powered Machine'],['Devolver Digital'],Paid,2016
The Deer,2016-03-28,9699.0,"['Adventure', 'Indie']","['Single-player', 'Full controller support', 'Steam Trading Cards', 'Family Sharing', 'Adventure', 'Indie']",326,Mixed,4,"['windows', 'mac', 'linux']","['Fabio Ferrara', 'Giulia Airoldi']",['Chubby Pixel'],Paid,2016
Heaven Island - VR MMO,2015-12-23,9699.0,"['Adventure', 'Indie', 'Massively Multiplayer']","['Single-player', 'Multi-player', 'MMO', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'VR Support', 'Family Sharing', 'Adventure', 'Indie', 'Massively Multiplayer']",366,Mixed,4,"['windows', 'mac', 'linux']","['Fabio Ferrara', 'Giulia Airoldi']",['Chubby Pixel'],Paid,2015
Adam's Venture Origins,2016-04-01,90999.0,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Indie']",468,Mixed,4,"['windows', 'mac', 'linux']",['Vertigo Games'],['SOEDESCO'],Paid,2016
NeuroVoider,2016-08-31,112999.0,"['Action', 'Indie', 'RPG']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Action', 'Indie', 'RPG']",455,Mostly Positive,5,"['windows', 'mac', 'linux']",['Flying Oak Games'],['Dear Villagers'],Paid,2016
The Seven Years War (1756-1763),2015-10-30,135999.0,['Strategy'],"['Single-player', 'Family Sharing', 'Strategy']",124,Mixed,4,"['windows', 'mac', 'linux']",['Oliver Keppelmüller'],['Oliver Keppelmüller'],Paid,2015
FINAL TAKE,2016-06-16,18999.0,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Indie']",254,Mixed,4,"['windows', 'mac', 'linux']",['HUSH Interactive'],['Forever Entertainment S. A.'],Paid,2016
Black Closet,2015-09-16,165999.0,"['Indie', 'RPG', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Indie', 'RPG', 'Simulation', 'Strategy']",238,Very Positive,7,"['windows', 'mac', 'linux']",['Hanako Games'],['Hanako Games'],Paid,2015
Wuppo - Definitive Edition,2016-09-29,115999.0,"['Action', 'Adventure', 'Indie', 'RPG']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Action', 'Adventure', 'Indie', 'RPG']",4698,Very Positive,7,"['windows', 'mac', 'linux']",['snekflat'],['snekflat'],Paid,2016
Reverse Crawl,2015-09-24,48999.0,"['Action', 'Adventure', 'RPG', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing', 'Action', 'Adventure', 'RPG', 'Strategy']",374,Very Positive,7,"['windows', 'mac', 'linux']",['Nerdook Productions'],['Digerati'],Paid,2015
VERGE:Lost chapter,2015-10-01,9699.0,"['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Trading Cards', 'Family Sharing', 'Action', 'Adventure', 'Indie']",1468,Mixed,4,"['windows', 'mac', 'linux']",['GDNomaD'],['GDNomaD'],Paid,2015
Call to Arms - Gates of Hell: Ostfront,2021-06-11,284999.0,"['Action', 'Simulation', 'Strategy']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Family Sharing', 'Action', 'Simulation', 'Strategy']",20953,Very Positive,7,"['windows', 'mac', 'linux']","['Barbedwire Studios', 'Digitalmindsoft']",['Digitalmindsoft'],Paid,2021
The Juicer,2015-09-11,99999.0,"['Action', 'Indie']","['Single-player', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Action', 'Indie']",204,Very Positive,7,"['windows', 'mac', 'linux']",['Anvate Games'],['Anvate Games'],Paid,2015
MXGP2 - The Official Motocross Videogame,2016-04-07,199000.0,"['Racing', 'Simulation', 'Sports']","['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing', 'Racing', 'Simulation', 'Sports']",507,Mixed,4,"['windows', 'mac', 'linux']",['Milestone S.r.l.'],['Milestone S.r.l.'],Paid,2016
Rabi-Ribi,2016-01-28,152999.0,"['Action', 'Adventure', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Action', 'Adventure', 'Casual', 'Indie']",10332,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']","['CreSpirit', 'GemaYue']",['CreSpirit'],Paid,2016
Budget Cuts,2018-06-14,139999.0,"['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only', 'Captions available', 'VR Support', 'Steam Cloud', 'Stats', 'Family Sharing', 'Action', 'Adventure', 'Indie']",1625,Very Positive,7,"['windows', 'mac', 'linux']",['Neat Corporation'],['Neat Corporation'],Paid,2018
Idle Civilization,2015-11-23,45999.0,"['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",160,Mixed,4,"['windows', 'mac', 'linux']",['Very Simple Idea Studios'],['Very Simple Idea Studios'],Paid,2015
DreadOut: Keepers of The Dark,2016-03-24,65000.0,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Indie']",850,Very Positive,7,"['windows', 'mac', 'linux']",['Digital Happiness'],['Digital Happiness'],Paid,2016
Strength of the Sword ULTIMATE,2019-08-22,8499.0,"['Action', 'Indie', 'RPG']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing', 'Action', 'Indie', 'RPG']",105,Very Positive,7,"['windows', 'mac', 'linux']",['Ivent Games'],['Ivent Games'],Paid,2019
"That Dragon, Cancer",2016-01-11,89999.0,"['Adventure', 'Indie']","['Single-player', 'Full controller support', 'Family Sharing', 'Adventure', 'Indie']",1285,Very Positive,7,"['windows', 'mac', 'linux']",['Numinous Games'],['Numinous Games'],Paid,2016
Starpoint Gemini Warlords,2017-05-23,159999.0,"['Action', 'RPG', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing', 'Action', 'RPG', 'Simulation', 'Strategy']",3018,Mostly Positive,5,"['windows', 'mac', 'linux']",['Little Green Men Games'],['Little Green Men Games'],Paid,2017
Home Design 3D,2015-11-20,89999.0,['Simulation'],"['Single-player', 'Family Sharing', 'Simulation']",2132,Mostly Positive,5,"['windows', 'mac', 'linux']","['Anuman Interactive / Microids', 'Koalabs']",['Anuman Interactive / Microids'],Paid,2015
Candle,2016-11-11,47499.0,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Indie']",865,Mostly Positive,5,"['windows', 'mac', 'linux']",['Teku Studios'],['Teku Studios'],Paid,2016
CLANNAD Side Stories,2016-06-02,165999.0,['Casual'],"['Single-player', 'Family Sharing', 'Casual']",331,Mostly Positive,5,"['windows', 'mac', 'linux']",['VisualArts/Key'],['Sekai Project'],Paid,2016
NEKOPARA Vol. 2,2016-02-19,90999.0,"['Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Casual', 'Indie']",10816,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['NEKO WORKs'],['Sekai Project'],Paid,2016
Chronicle of Innsmouth,2017-05-05,83999.0,['Adventure'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Adventure']",199,Mostly Positive,5,"['windows', 'mac', 'linux']",['PsychoDev'],['AtomicHorde'],Paid,2017
KRUM - Edge Of Darkness,2015-11-24,48498.0,"['Action', 'Adventure', 'Indie', 'RPG']","['Single-player', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing', 'Action', 'Adventure', 'Indie', 'RPG']",119,Mixed,4,"['windows', 'mac', 'linux']",['HA Studio Ltd.'],['SA Industry'],Paid,2015
Blackwake,2020-02-19,0.0,"['Action', 'Casual', 'Indie', 'Strategy', 'Free To Play']","['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Action', 'Casual', 'Indie', 'Strategy', 'Free To Play']",20843,Very Positive,7,"['windows', 'mac', 'linux']",['Mastfire Studios Pty Ltd'],['Mastfire Studios Pty Ltd'],Free,2020
Shadwen,2016-05-17,119999.0,"['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor', 'Family Sharing', 'Action', 'Adventure']",1004,Mostly Positive,5,"['windows', 'mac', 'linux']",['Frozenbyte'],['Frozenbyte'],Paid,2016
ONE PIECE BURNING BLOOD,2016-09-01,600000.0,['Action'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Steam Turn Notifications', 'Remote Play Together', 'Family Sharing', 'Action']",3582,Mostly Positive,5,"['windows', 'mac', 'linux']","['Spike Chunsoft Co., Ltd.']",['BANDAI NAMCO Entertainment'],Paid,2016
Pressure Overdrive,2017-07-25,109999.0,"['Action', 'Indie']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Action', 'Indie']",127,Mixed,4,"['windows', 'mac', 'linux']",['Chasing Carrots'],['Chasing Carrots'],Paid,2017
The Room Two,2016-07-05,47499.0,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Indie']",18916,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Fireproof Games'],['Fireproof Games'],Paid,2016
Halloween Forever,2016-10-25,90999.0,"['Action', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing', 'Action', 'Indie']",154,Very Positive,7,"['windows', 'mac', 'linux']",['Imaginary Monsters'],['Poppy Works'],Paid,2016
Seraph,2016-09-20,37999.0,['Action'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV', 'Family Sharing', 'Action']",369,Very Positive,7,"['windows', 'mac', 'linux']",['Dreadbit'],['Dreadbit'],Paid,2016
Answer The Question,2018-08-02,8499.0,"['Casual', 'Indie']","['Single-player', 'Family Sharing', 'Casual', 'Indie']",138,Very Positive,7,"['windows', 'mac', 'linux']",['Penny McDonald'],['Say Again Studio'],Paid,2018
HunieCam Studio,2016-04-04,65000.0,"['Indie', 'Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing', 'Indie', 'Simulation']",5027,Very Positive,7,"['windows', 'mac', 'linux']",['HuniePot'],['HuniePot'],Paid,2016
LEGIE,2017-12-19,19499.0,"['Adventure', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Indie', 'RPG']",128,Very Positive,7,"['windows', 'mac', 'linux']",['Spytihněv'],['Spytihněv'],Paid,2017
Perception,2017-05-30,108999.0,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Remote Play on TV', 'Family Sharing', 'Adventure', 'Indie']",515,Mostly Positive,5,"['windows', 'mac', 'linux']",['The Deep End Games'],['The Deep End Games'],Paid,2017
Memoranda,2017-01-25,115999.0,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Family Sharing', 'Adventure', 'Indie']",103,Mixed,4,"['windows', 'mac', 'linux']",['Bit Byterz'],['Digital Dragon'],Paid,2017
Lucy -The Eternity She Wished For-,2016-02-28,90999.0,"['Adventure', 'Casual', 'Indie', 'Simulation']","['Single-player', 'Steam Trading Cards', 'Family Sharing', 'Adventure', 'Casual', 'Indie', 'Simulation']",7564,Very Positive,7,"['windows', 'mac', 'linux']","['Modern Visual Arts Laboratory', 'SEO INSEOK']",['Modern Visual Arts Laboratory'],Paid,2016
Tethered,2017-02-27,106999.0,"['Indie', 'Strategy']","['Single-player', 'Steam Achievements', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Leaderboards', 'Remote Play on TV', 'Family Sharing', 'Indie', 'Strategy']",197,Very Positive,7,"['windows', 'mac', 'linux']",['Secret Sorcery Limited'],['Secret Sorcery Limited'],Paid,2017
WolfQuest: Classic,2016-03-25,165999.0,"['Indie', 'RPG', 'Simulation']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing', 'Indie', 'RPG', 'Simulation']",1382,Very Positive,7,"['windows', 'mac', 'linux']",['eduweb'],['eduweb'],Paid,2016
Golf With Your Friends,2020-05-19,108999.0,"['Casual', 'Indie', 'Sports']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Stats', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing', 'Casual', 'Indie', 'Sports']",43895,Very Positive,7,"['windows', 'mac', 'linux']","['Blacklight Interactive', 'Team17']",['Team17'],Paid,2020
Mushroom Wars,2016-04-07,89999.0,"['Action', 'Indie', 'Strategy']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing', 'Action', 'Indie', 'Strategy']",292,Very Positive,7,"['windows', 'mac', 'linux']","['Zillion Whales', 'Creat Studios']",['Azur Games'],Paid,2016
Cursed,2016-06-17,45999.0,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Indie']",549,Mostly Positive,5,"['windows', 'mac', 'linux']",['Jetdogs Studios'],['Jetdogs Studios'],Paid,2016
tiny & Tall: Gleipnir Part One,2018-09-04,95999.0,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing', 'Adventure', 'Indie']",190,Very Positive,7,"['windows', 'mac', 'linux']",['tT Studios'],['Plug In Digital'],Paid,2018
Alchemist's Awakening,2019-06-03,69999.0,"['Action', 'Indie']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor', 'Family Sharing', 'Action', 'Indie']",356,Mixed,4,"['windows', 'mac', 'linux']",['OsarisGames'],['OsarisGames'],Paid,2019
Earn to Die 2,2016-05-05,39999.0,"['Action', 'Indie', 'Racing']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Family Sharing', 'Action', 'Indie', 'Racing']",1172,Very Positive,7,"['windows', 'mac', 'linux']",['Toffee Games'],['Not Doppler'],Paid,2016
Automobilista,2016-08-24,119999.0,"['Racing', 'Simulation', 'Sports']","['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing', 'Racing', 'Simulation', 'Sports']",1631,Very Positive,7,"['windows', 'mac', 'linux']",['Reiza Studios'],['Reiza Studios'],Paid,2016
Doodle Kingdom,2016-06-09,64999.0,"['Action', 'Casual', 'Indie', 'Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing', 'Action', 'Casual', 'Indie', 'Simulation']",113,Mostly Negative,3,"['windows', 'mac', 'linux']",['JoyBits Ltd.'],['JoyBits Ltd.'],Paid,2016
Phoning Home,2017-02-07,0.0,"['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Action', 'Adventure', 'Indie']",823,Mixed,4,"['windows', 'mac', 'linux']",['ION LANDS'],['ION LANDS'],Free,2017
Age of Fear 3: The Legend,2017-09-01,139999.0,"['Indie', 'RPG', 'Strategy']","['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play Together', 'Family Sharing', 'Indie', 'RPG', 'Strategy']",160,Very Positive,7,"['windows', 'mac', 'linux']",['Leslaw Sliwko'],['Age of Fear'],Paid,2017
