name,release_date,price,genres,tags,review_count,review_score_text,review_score,platforms,developers,publishers,category_price,release_year
Space Pilgrim Episode II: Epsilon Indi,2016-01-08,19499.0,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing', 'Adventure', 'Indie']",423,Very Positive,7,"['windows', 'mac', 'linux']","['Pilgrim Adventures', 'GrabTheGames Studios']","['GrabTheGames', 'TheGamesFortress']",Paid,2016
Aseprite,2016-02-22,108999.0,"['Animation & Modeling', 'Design & Illustration', 'Game Development']","['Animation & Modeling', 'Design & Illustration', 'Game Development']",16562,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['David Capello'],['Igara Studio'],Paid,2016
Iron Sea Defenders,2016-09-09,47499.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Sports', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing', 'Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Sports', 'Strategy']",298,Mostly Positive,5,"['windows', 'mac', 'linux']",['Creobit'],['8Floor'],Paid,2016
Rivalry,2016-01-22,24999.0,"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']","['Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Remote Play Together', 'Family Sharing', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",315,Very Positive,7,"['windows', 'mac', 'linux']",['Kew McParlane'],['My64K'],Paid,2016
Rencounter,2016-11-04,56499.0,"['Indie', 'RPG', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing', 'Indie', 'RPG', 'Strategy']",228,Mixed,4,"['windows', 'mac', 'linux']",['SPVD'],['GrabTheGames'],Paid,2016
3DRPG,2016-01-12,19499.0,"['Adventure', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Indie', 'RPG']",158,Mostly Positive,5,"['windows', 'mac', 'linux']",['Doomster Entertainment'],['Doomster Entertainment'],Paid,2016
Psychocat: The Answer,2016-01-11,9299.0,"['Action', 'Casual', 'Indie']","['Single-player', 'Family Sharing', 'Action', 'Casual', 'Indie']",174,Very Positive,7,"['windows', 'mac', 'linux']",['Chewa'],['Chewa'],Paid,2016
Kabounce,2018-05-29,95999.0,"['Action', 'Indie', 'Sports']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Action', 'Indie', 'Sports']",164,Very Positive,7,"['windows', 'mac', 'linux']",['Stitch Heads Entertainment'],['Stitch Heads Entertainment'],Paid,2018
Wildfire,2020-05-25,95999.0,['Indie'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud', 'Remote Play Together', 'Family Sharing', 'Indie']",394,Very Positive,7,"['windows', 'mac', 'linux']",['Sneaky Bastards'],['Humble Games'],Paid,2020
Wallpaper Engine,2018-11-16,47499.0,"['Casual', 'Indie', 'Animation & Modeling', 'Design & Illustration', 'Photo Editing', 'Utilities']","['Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Workshop', 'Includes level editor', 'Casual', 'Indie', 'Animation & Modeling', 'Design & Illustration', 'Photo Editing', 'Utilities']",811809,Overwhelmingly Positive,8,"['windows', 'mac', 'linux']",['Wallpaper Engine Team'],['Wallpaper Engine Team'],Paid,2018
World's Dawn,2016-01-25,69999.0,"['Casual', 'Indie', 'RPG', 'Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing', 'Casual', 'Indie', 'RPG', 'Simulation']",726,Very Positive,7,"['windows', 'mac', 'linux']",['Wayward Prophet'],['Wayward Prophet'],Paid,2016
Negligee,2016-10-19,130999.0,"['Adventure', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Casual', 'Indie']",648,Very Positive,7,"['windows', 'mac', 'linux']",['Dharker Studios'],['Dharker Studios'],Paid,2016
Chef Solitaire: USA,2016-01-15,24999.0,"['Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing', 'Casual', 'Indie']",112,Very Positive,7,"['windows', 'mac', 'linux']",['The Revills Games'],['The Revills Games'],Paid,2016
The Legend of Heroes: Trails in the Sky the 3rd,2017-05-03,199999.0,['RPG'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'RPG']",1724,Very Positive,7,"['windows', 'mac', 'linux']",['Nihon Falcom'],"['XSEED Games', 'Marvelous USA, Inc.']",Paid,2017
Drawful 2,2016-06-20,90999.0,"['Casual', 'Indie', 'Strategy']","['Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Casual', 'Indie', 'Strategy']",784,Very Positive,7,"['windows', 'mac', 'linux']","['Jackbox Games, Inc.']","['Jackbox Games, Inc.']",Paid,2016
Riders of Icarus,2016-07-06,0.0,"['Adventure', 'Massively Multiplayer', 'RPG', 'Free To Play']","['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Steam Trading Cards', 'In-App Purchases', 'Adventure', 'Massively Multiplayer', 'RPG', 'Free To Play']",728,Mixed,4,"['windows', 'mac', 'linux']","['WeMade', 'VALOFE']",['VALOFE'],Free,2016
Pinball FX3,2017-09-26,0.0,['Simulation'],"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Simulation']",1351,Very Positive,7,"['windows', 'mac', 'linux']",['Zen Studios'],['Zen Studios'],Free,2017
Switchcars,2021-04-30,79999.0,"['Action', 'Indie', 'Racing']","['Single-player', 'Full controller support', 'Family Sharing', 'Action', 'Indie', 'Racing']",157,Very Positive,7,"['windows', 'mac', 'linux']",['Altfuture'],['Altfuture'],Paid,2021
Age of Gladiators,2016-02-25,69999.0,"['Casual', 'Indie', 'RPG', 'Simulation', 'Sports', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing', 'Casual', 'Indie', 'RPG', 'Simulation', 'Sports', 'Strategy']",685,Mostly Positive,5,"['windows', 'mac', 'linux']",['Creative Storm Entertainment'],['Creative Storm Entertainment'],Paid,2016
STRAFE: Gold Edition,2017-05-09,130999.0,"['Action', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards', 'Family Sharing', 'Action', 'Indie']",1718,Mostly Positive,5,"['windows', 'mac', 'linux']",['Pixel Titans'],['Devolver Digital'],Paid,2017
DUAL GEAR,2020-07-28,135999.0,"['Action', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']","['Single-player', 'Partial Controller Support', 'Family Sharing', 'Action', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",364,Mixed,4,"['windows', 'mac', 'linux']","['Orbital Speed Studio Co.,Ltd.']","['Orbital Speed Studio Co.,Ltd.']",Paid,2020
Victory and Glory: Napoleon,2016-03-17,245999.0,['Strategy'],"['Single-player', 'Family Sharing', 'Strategy']",126,Mostly Positive,5,"['windows', 'mac', 'linux']",['Electric Games'],['Slitherine Ltd.'],Paid,2016
Red Comrades 2: For the Great Justice. Reloaded,2016-10-14,47499.0,['Adventure'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing', 'Adventure']",339,Mixed,4,"['windows', 'mac', 'linux']",['Buka Development'],['ESDigital Games'],Paid,2016
The Treasures of Montezuma 5,2016-03-10,65000.0,['Casual'],"['Single-player', 'Family Sharing', 'Casual']",173,Mixed,4,"['windows', 'mac', 'linux']","['Wellore', 'Alawar Entertainment']",['ESDigital Games'],Paid,2016
Bacteria,2016-03-23,9699.0,"['Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Casual', 'Indie']",109,Mixed,4,"['windows', 'mac', 'linux']",['Sometimes You'],['Sometimes You'],Paid,2016
Overcooked,2016-08-03,135999.0,"['Action', 'Casual', 'Indie', 'Simulation']","['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Action', 'Casual', 'Indie', 'Simulation']",12068,Very Positive,7,"['windows', 'mac', 'linux']",['Ghost Town Games Ltd.'],['Team17 Digital Ltd'],Paid,2016
Mind Games,2016-03-04,28999.0,['Indie'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing', 'Indie']",129,Mixed,4,"['windows', 'mac', 'linux']",['AK Games'],['My Way Games'],Paid,2016
Dead End Road,2016-07-08,28999.0,"['Action', 'Indie', 'Racing']","['Single-player', 'Partial Controller Support', 'Family Sharing', 'Action', 'Indie', 'Racing']",293,Very Positive,7,"['windows', 'mac', 'linux']",['DDD Wares'],['DDD Wares'],Paid,2016
Draw Rider,2016-03-31,90999.0,"['Action', 'Indie', 'Racing']","['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Includes level editor', 'Family Sharing', 'Action', 'Indie', 'Racing']",124,Mixed,4,"['windows', 'mac', 'linux']",['17Studio'],['17Studio'],Paid,2016
Rabiez: Epidemic,2016-03-04,9699.0,"['Indie', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Indie', 'Strategy']",149,Mostly Negative,3,"['windows', 'mac', 'linux']",['Sekerin Productions'],['New Reality Games'],Paid,2016
Sixtieth Kilometer,2016-08-25,48498.0,"['Adventure', 'Casual', 'Indie']","['Single-player', 'Steam Trading Cards', 'Family Sharing', 'Adventure', 'Casual', 'Indie']",1417,Mostly Positive,5,"['windows', 'mac', 'linux']",['Talentplace'],['KishMish Games'],Paid,2016
Overload,2018-05-31,139999.0,['Action'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'VR Supported', 'Captions available', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV', 'Family Sharing', 'Action']",1515,Very Positive,7,"['windows', 'mac', 'linux']","['Revival Productions, LLC']","['Revival Productions, LLC']",Paid,2018
Axes and Acres,2016-04-07,89999.0,"['Indie', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing', 'Indie', 'Strategy']",103,Very Positive,7,"['windows', 'mac', 'linux']",['BrainGoodGames'],['BrainGoodGames'],Paid,2016
Cellar,2016-03-23,9699.0,"['Adventure', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Casual', 'Indie']",195,Very Positive,7,"['windows', 'mac', 'linux']",['Vertical Skull Games'],['Vertical Skull Games'],Paid,2016
Gnomes Garden 2,2016-05-18,47499.0,"['Adventure', 'Casual', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Casual', 'Strategy']",179,Very Positive,7,"['windows', 'mac', 'linux']","['Jerzie', 'Creobit']",['8Floor'],Paid,2016
Verdict Guilty - 유죄 평결,2016-06-13,39999.0,"['Action', 'Casual', 'Indie']","['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing', 'Action', 'Casual', 'Indie']",638,Very Positive,7,"['windows', 'mac', 'linux']",['Retro Army Limited'],['paulstephendavis'],Paid,2016
A grande bagunça espacial - The big space mess,2016-04-05,9699.0,"['Action', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing', 'Action', 'Casual', 'Indie']",156,Positive,6,"['windows', 'mac', 'linux']",['RMAL'],['RMAL'],Paid,2016
A Little Lily Princess,2016-05-19,130999.0,"['Indie', 'Simulation']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing', 'Indie', 'Simulation']",278,Very Positive,7,"['windows', 'mac', 'linux']",['Hanabira'],['Hanako Games'],Paid,2016
Planar Conquest,2016-05-30,9699.0,"['Indie', 'RPG', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Indie', 'RPG', 'Simulation', 'Strategy']",346,Mixed,4,"['windows', 'mac', 'linux']",['Wastelands Interactive'],['Conglomerate 5'],Paid,2016
The Crow's Eye,2017-03-20,90999.0,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Adventure', 'Indie']",123,Mixed,4,"['windows', 'mac', 'linux']",['3D2 Entertainment'],['Akupara Games'],Paid,2017
Grand Pigeon's Duty,2016-08-05,29999.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing', 'Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",441,Mixed,4,"['windows', 'mac', 'linux']",['WolfgangIs'],['WolfgangIs'],Paid,2016
There's Poop In My Soup,2016-03-14,9299.0,"['Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing', 'Casual', 'Indie']",3635,Very Positive,7,"['windows', 'mac', 'linux']",['K Bros Games'],['K Bros Games'],Paid,2016
Chicken Invaders 2,2016-03-04,47499.0,"['Action', 'Casual', 'Indie']","['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing', 'Action', 'Casual', 'Indie']",484,Very Positive,7,"['windows', 'mac', 'linux']",['InterAction studios'],['InterAction studios'],Paid,2016
Monster Boy And The Cursed Kingdom,2019-07-25,245999.0,"['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing', 'Action', 'Adventure', 'Indie']",2239,Very Positive,7,"['windows', 'mac', 'linux']",['Game Atelier'],['FDG Entertainment'],Paid,2019
SAMOLIOTIK,2016-03-25,48499.0,"['Action', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing', 'Action', 'Casual', 'Indie']",1272,Very Positive,7,"['windows', 'mac', 'linux']",['Volens Nolens Games'],['Volens Nolens Games'],Paid,2016
Decisive Campaigns: Barbarossa,2016-04-29,375999.0,['Strategy'],"['Single-player', 'Multi-player', 'Steam Cloud', 'Family Sharing', 'Strategy']",154,Very Positive,7,"['windows', 'mac', 'linux']",['VR Designs'],['Slitherine Ltd.'],Paid,2016
Qubicle Voxel Editor,2016-04-21,95999.0,"['Animation & Modeling', 'Design & Illustration']","['Animation & Modeling', 'Design & Illustration']",118,Mixed,4,"['windows', 'mac', 'linux']",['Minddesk Software GmbH'],['Minddesk Software GmbH'],Paid,2016
DRAGON BALL XENOVERSE 2,2016-10-27,199000.0,"['Action', 'Adventure', 'Casual', 'Massively Multiplayer']","['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing', 'Action', 'Adventure', 'Casual', 'Massively Multiplayer']",39364,Very Positive,7,"['windows', 'mac', 'linux']","['QLOC', 'DIMPS']",['Bandai Namco Entertainment'],Paid,2016
Project Starship,2016-04-05,24999.0,"['Action', 'Casual', 'Indie']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play Together', 'Family Sharing', 'Action', 'Casual', 'Indie']",295,Mostly Positive,5,"['windows', 'mac', 'linux']",['Panda Indie Studio'],['Panda Indie Studio'],Paid,2016
Mainlining,2017-01-26,83999.0,"['Adventure', 'Indie', 'Simulation']","['Single-player', 'Steam Trading Cards', 'Family Sharing', 'Adventure', 'Indie', 'Simulation']",270,Mostly Positive,5,"['windows', 'mac', 'linux']",['Rebelephant'],['ReadGraves'],Paid,2017
Stay Close,2016-10-14,82499.0,"['Action', 'Adventure', 'Indie']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing', 'Action', 'Adventure', 'Indie']",1452,Mixed,4,"['windows', 'mac', 'linux']",['Blind Bird'],['Blind Bird'],Paid,2016
PAC-MAN 256,2016-06-21,79000.0,['Action'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing', 'Action']",1195,Very Positive,7,"['windows', 'mac', 'linux']","['BANDAI NAMCO Studios Vancouver', 'Hipster Whale', '3 Sprockets']",['BANDAI NAMCO Entertainment'],Paid,2016
Roll'd,2016-04-14,9699.0,"['Action', 'Casual', 'Indie', 'Racing']","['Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing', 'Action', 'Casual', 'Indie', 'Racing']",147,Mostly Positive,5,"['windows', 'mac', 'linux']",['MGP Studios'],['Forever Entertainment S. A.'],Paid,2016
Bucket Detective,2017-02-16,32999.0,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Commentary available', 'Family Sharing', 'Adventure', 'Indie']",220,Very Positive,7,"['windows', 'mac', 'linux']",['the whale husband'],['the whale husband'],Paid,2017
Riding Out,2016-05-25,135999.0,"['Racing', 'RPG', 'Simulation', 'Early Access']","['Single-player', 'Family Sharing', 'Racing', 'RPG', 'Simulation', 'Early Access']",138,Mixed,4,"['windows', 'mac', 'linux']",['UnexEvo'],['UnexEvo'],Paid,2016
Dashy Square,2016-04-25,24999.0,"['Action', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Family Sharing', 'Action', 'Indie']",102,Mostly Positive,5,"['windows', 'mac', 'linux']","['Kastriot Sulejmani', 'Logan Gerrol']",['KasSanity'],Paid,2016
EmergeNYC,2016-11-03,119999.0,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Racing', 'RPG', 'Simulation', 'Strategy', 'Early Access']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Partial Controller Support', 'Family Sharing', 'Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Racing', 'RPG', 'Simulation', 'Strategy', 'Early Access']",3578,Mixed,4,"['windows', 'mac', 'linux']",['FlipSwitch Games'],['FlipSwitch Games'],Paid,2016
